Order_ID,Order_Date,Delivery_Date,Order_Type,Product_ID,Product_Line,Product_Category,Quantity,Retail_Price,Cost_Price,Customer_Country,Customer_Continent,Customer_Dob
1244336610,31-Dec-18,04-Jan-19,3,2.30101E+11,Outdoors,Outdoors,3,544.5,228.9,RU,Asia,1980-06-02
1244336421,31-Dec-18,04-Jan-19,1,2.301E+11,Outdoors,Outdoors,2,283.4,122,NL,Europe,2000-09-08
1244336321,31-Dec-18,04-Jan-19,2,2.202E+11,Clothes & Shoes,Shoes,2,241.4,133,NL,Europe,2002-07-31
1244336156,31-Dec-18,31-Dec-18,1,2.405E+11,Sports,Running - Jogging,-1,117.8,52.2,IT,Europe,1995-04-23
1244336082,31-Dec-18,31-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,80,40.2,IT,Europe,1992-04-09
1244335617,31-Dec-18,31-Dec-18,1,2.10201E+11,Children,Children Sports,2,37,16.5,IT,Europe,1974-12-22
1244335593,31-Dec-18,31-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,315.6,158,IT,Europe,1987-08-16
1244335565,31-Dec-18,31-Dec-18,99,2.20101E+11,Clothes & Shoes,Clothes,2,23,7.5,IT,Europe,1975-08-04
1244335244,31-Dec-18,31-Dec-18,99,2.402E+11,Sports,Golf,2,122,59.9,GB,Europe,1980-07-09
1244334892,31-Dec-18,31-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,4,450.4,205.2,FR,Europe,1960-01-14
1244334869,31-Dec-18,31-Dec-18,1,2.201E+11,Clothes & Shoes,Clothes,2,115.8,58.1,FR,Europe,1970-03-22
1244334737,31-Dec-18,31-Dec-18,1,2.408E+11,Sports,Winter Sports,3,536.63,214.65,FR,Europe,1977-10-05
1244334691,31-Dec-18,01-Jan-19,2,2.401E+11,Sports,Assorted Sports Articles,2,29.2,12.4,fr,Europe,1999-12-15
1244334303,31-Dec-18,05-Jan-19,2,2.30101E+11,Outdoors,Outdoors,1,73,30.35,ES,Europe,1997-06-26
1244334226,31-Dec-18,31-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,198,99.2,ES,Europe,2004-05-25
1244334182,31-Dec-18,31-Dec-18,1,2.10201E+11,Children,Children Sports,4,40.4,14.4,ES,Europe,1992-02-29
1244334141,31-Dec-18,31-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,2,30.8,12.2,ES,Europe,1961-04-27
1244333847,31-Dec-18,01-Jan-19,3,2.405E+11,Sports,Running - Jogging,2,52.6,25.2,DK,Europe,1968-02-14
1244333608,31-Dec-18,31-Dec-18,1,2.10201E+11,Children,Children Sports,2,72.2,32.6,DE,Europe,1985-08-03
1244333558,31-Dec-18,05-Jan-19,99,2.404E+11,Sports,Racket Sports,2,93,40.9,DE,Europe,1980-02-11
1244333537,31-Dec-18,31-Dec-18,1,2.405E+11,Sports,Running - Jogging,2,119.8,49.9,DE,Europe,1985-03-04
1244333347,31-Dec-18,31-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,2,363,155.7,be,Europe,1966-06-14
1244333224,31-Dec-18,31-Dec-18,1,2.102E+11,Children,Children Sports,4,135.2,68,AU,Australia/Pacific,1998-01-07
1244333154,31-Dec-18,31-Dec-18,1,2.201E+11,Clothes & Shoes,Clothes,2,121.4,60.9,au,Australia/Pacific,1967-03-28
1244333003,30-Dec-18,30-Dec-18,1,2.407E+11,Sports,Team Sports,2,33.8,17.2,US,North America,1968-04-13
1244332615,30-Dec-18,03-Jan-19,3,2.408E+11,Sports,Winter Sports,3,53.97,52.2,US,North America,1988-08-25
1244332545,30-Dec-18,31-Dec-18,3,2.401E+11,Sports,Assorted Sports Articles,1,114,54.8,US,North America,2003-12-21
1244332330,30-Dec-18,30-Dec-18,1,2.402E+11,Sports,Golf,3,38.1,16.65,US,North America,1983-07-02
1244331987,30-Dec-18,30-Dec-18,1,2.406E+11,Sports,Swim Sports,1,19.4,8.3,US,North America,1994-03-10
1244331528,30-Dec-18,04-Jan-19,2,2.408E+11,Sports,Winter Sports,3,800.1,320.25,US,North America,1997-09-26
1244331410,30-Dec-18,30-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,2,701,350.4,US,North America,1973-11-28
1244331099,30-Dec-18,30-Dec-18,1,2.407E+11,Sports,Team Sports,2,47,19,US,North America,1974-07-24
1244331022,30-Dec-18,03-Jan-19,2,2.301E+11,Outdoors,Outdoors,2,213.8,91,NL,Europe,2001-05-25
1244330774,30-Dec-18,03-Jan-19,2,2.301E+11,Outdoors,Outdoors,2,95.8,42.8,NL,Europe,1969-09-10
1244330552,30-Dec-18,31-Dec-18,2,2.30101E+11,Outdoors,Outdoors,1,97.5,40.55,NL,Europe,1973-06-25
1244330526,30-Dec-18,30-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,2,195.8,85,NL,Europe,1976-11-07
1244330199,30-Dec-18,30-Dec-18,1,2.301E+11,Outdoors,Outdoors,4,1413.2,639.8,IT,Europe,1975-05-02
1244329650,30-Dec-18,30-Dec-18,1,2.301E+11,Outdoors,Outdoors,4,739.6,312.6,IT,Europe,1968-08-20
1244329598,30-Dec-18,30-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,4,252,114.8,IT,Europe,1999-10-22
1244329484,30-Dec-18,30-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,300.6,150.5,IT,Europe,1978-12-21
1244329484,30-Dec-18,30-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,208.8,104.6,IT,Europe,2001-05-09
1244329348,30-Dec-18,30-Dec-18,1,2.301E+11,Outdoors,Outdoors,2,213.8,91,IT,Europe,1974-12-11
1244329149,30-Dec-18,31-Dec-18,2,2.202E+11,Clothes & Shoes,Shoes,2,133.6,60.7,IT,Europe,1967-06-19
1244329100,30-Dec-18,30-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,4,140.8,59.2,GB,Europe,1986-05-17
1244329077,30-Dec-18,30-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,2,32,12.7,GB,Europe,2002-07-04
1244328939,30-Dec-18,30-Dec-18,1,2.402E+11,Sports,Golf,2,169.4,84.9,GB,Europe,1977-06-02
1244328853,30-Dec-18,04-Jan-19,1,2.401E+11,Sports,Assorted Sports Articles,1,213.3,104.1,GB,Europe,1960-06-08
1244328700,30-Dec-18,03-Jan-19,3,2.201E+11,Clothes & Shoes,Clothes,2,220.6,110.5,GB,Europe,1978-06-11
1244328685,30-Dec-18,01-Jan-19,2,2.20101E+11,Clothes & Shoes,Clothes,2,347,165.3,GB,Europe,1999-06-03
1244328654,30-Dec-18,01-Jan-19,2,2.201E+11,Clothes & Shoes,Clothes,2,288,118.1,GB,Europe,1960-04-18
1244328538,30-Dec-18,30-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,2,64.8,26.8,GB,Europe,1964-01-15
1244328405,30-Dec-18,30-Dec-18,1,2.201E+11,Clothes & Shoes,Clothes,8,136,68.8,GB,Europe,1978-05-26
1244327991,30-Dec-18,30-Dec-18,1,2.201E+11,Clothes & Shoes,Clothes,2,96,48.2,FR,Europe,1990-01-08
1244327603,30-Dec-18,30-Dec-18,1,2.405E+11,Sports,Running - Jogging,3,200.7,91.35,FR,Europe,1995-08-14
1244327330,30-Dec-18,30-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,2,355.6,162.5,ES,Europe,1997-08-26
1244327279,30-Dec-18,30-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,4,40.8,17.8,ES,Europe,1999-06-23
1244327246,30-Dec-18,30-Dec-18,1,2.201E+11,Clothes & Shoes,Clothes,4,242.8,121.8,ES,Europe,1988-02-11
1244327070,30-Dec-18,30-Dec-18,1,2.406E+11,Sports,Swim Sports,1,78.3,32.9,ES,Europe,1965-05-22
1244326429,30-Dec-18,30-Dec-18,1,2.402E+11,Sports,Golf,2,37.8,19.1,ES,Europe,1974-10-16
1244326234,30-Dec-18,03-Jan-19,2,2.405E+11,Sports,Running - Jogging,3,92.4,38.55,DK,Europe,2002-09-28
1244326151,30-Dec-18,02-Jan-19,3,2.30101E+11,Outdoors,Outdoors,1,39.2,20.05,DE,Europe,1972-10-29
1244326144,30-Dec-18,30-Dec-18,1,2.404E+11,Sports,Racket Sports,2,129.4,58.6,DE,Europe,1971-07-23
1244325971,30-Dec-18,30-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,1,53,23.45,DE,Europe,1979-10-15
1244325927,30-Dec-18,30-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,2,218.4,99.5,DE,Europe,1969-12-17
1244325584,30-Dec-18,03-Jan-19,2,2.404E+11,Sports,Racket Sports,2,394.8,164.5,DE,Europe,1995-05-21
1244325234,30-Dec-18,30-Dec-18,1,2.405E+11,Sports,Running - Jogging,2,109.6,48.6,DE,Europe,1971-03-24
1244325201,30-Dec-18,30-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,2,68,31,DE,Europe,1975-02-20
1244325186,30-Dec-18,31-Dec-18,2,2.20101E+11,Clothes & Shoes,Clothes,2,16.8,7.6,be,Europe,1971-04-14
1244324781,30-Dec-18,09-Jan-19,2,2.20101E+11,Clothes & Shoes,Clothes,4,93.2,44.6,AU,Australia/Pacific,1981-06-11
1244324772,30-Dec-18,04-Jan-19,3,2.401E+11,Sports,Assorted Sports Articles,2,79,33.1,AU,Australia/Pacific,1988-11-14
1244324758,30-Dec-18,31-Dec-18,3,2.401E+11,Sports,Assorted Sports Articles,2,4.8,4.7,AU,Australia/Pacific,1989-08-02
1244324748,30-Dec-18,30-Dec-18,1,2.10201E+11,Children,Children Sports,4,159.2,69.2,AU,Australia/Pacific,1965-04-30
1244324688,30-Dec-18,31-Dec-18,3,2.102E+11,Children,Children Sports,2,45.2,22.8,AU,Australia/Pacific,1989-07-04
1244324422,30-Dec-18,30-Dec-18,1,2.30101E+11,Outdoors,Outdoors,1,22.9,10.85,AU,Australia/Pacific,1970-04-15
1244324382,30-Dec-18,30-Dec-18,1,2.404E+11,Sports,Racket Sports,2,80,36.5,AU,Australia/Pacific,2000-02-28
1244324359,30-Dec-18,30-Dec-18,1,2.10201E+11,Children,Children Sports,2,61,28.2,AU,Australia/Pacific,1968-06-23
1244324239,29-Dec-18,03-Jan-19,3,2.401E+11,Sports,Assorted Sports Articles,2,302.6,135.9,ZA,Africa,1993-06-16
1244324043,29-Dec-18,03-Jan-19,3,2.401E+11,Sports,Assorted Sports Articles,4,78,33.4,US,North America,2005-10-04
1244323986,29-Dec-18,29-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,1,102.4,51.15,US,North America,1999-07-28
1244323981,29-Dec-18,03-Jan-19,3,2.405E+11,Sports,Running - Jogging,2,134.6,59.5,US,North America,1993-12-22
1244323792,29-Dec-18,29-Dec-18,1,2.10201E+11,Children,Children Sports,2,37.2,16.3,US,North America,1972-09-27
1244323254,29-Dec-18,30-Dec-18,3,2.404E+11,Sports,Racket Sports,2,394.8,164.5,US,North America,1969-07-08
1244322934,29-Dec-18,29-Dec-18,1,2.407E+11,Sports,Team Sports,2,47.98,19.5,US,North America,1984-06-23
1244322687,29-Dec-18,29-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,266.4,133.4,US,North America,1995-01-04
1244322209,29-Dec-18,08-Jan-19,1,2.407E+11,Sports,Team Sports,2,70.4,31.1,NL,Europe,1974-05-27
1244321530,29-Dec-18,29-Dec-18,1,2.301E+11,Outdoors,Outdoors,2,71,30.4,IT,Europe,2001-12-12
1244321498,29-Dec-18,29-Dec-18,1,2.30101E+11,Outdoors,Outdoors,1,117.8,49.05,IT,Europe,2002-09-10
1244321174,29-Dec-18,30-Dec-18,1,2.30101E+11,Outdoors,Outdoors,2,303.4,148.7,IT,Europe,1986-07-24
1244321145,29-Dec-18,29-Dec-18,1,2.30101E+11,Outdoors,Outdoors,2,237.2,118.8,IT,Europe,2005-01-17
1244321065,29-Dec-18,29-Dec-18,1,2.402E+11,Sports,Golf,3,296.7,118.95,IT,Europe,1971-03-05
1244320886,29-Dec-18,03-Jan-19,1,2.401E+11,Sports,Assorted Sports Articles,2,24.2,10.2,IT,Europe,1996-09-22
1244320821,29-Dec-18,29-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,4,439.6,187.2,IT,Europe,1985-04-26
1244320629,29-Dec-18,29-Dec-18,1,2.102E+11,Children,Children Sports,2,39.4,19.9,FR,Europe,1994-12-04
1244320571,29-Dec-18,29-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,5,272,136.5,FR,Europe,1974-05-06
1244320019,29-Dec-18,29-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,214.8,97.8,ES,Europe,1983-01-07
1244319901,29-Dec-18,02-Jan-19,3,2.401E+11,Sports,Assorted Sports Articles,2,92.6,39.8,ES,Europe,1986-06-12
1244319790,29-Dec-18,29-Dec-18,1,2.10201E+11,Children,Children Sports,2,21.4,8.7,ES,Europe,1982-06-30
1244319734,29-Dec-18,04-Jan-19,3,2.406E+11,Sports,Swim Sports,1,26.6,10.75,ES,Europe,1971-02-08
1244319311,29-Dec-18,29-Dec-18,1,2.10201E+11,Children,Children Sports,-1,55.98,48.1,BE,Europe,1965-08-01
1244318757,29-Dec-18,29-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,1,60.8,24.3,AU,Australia/Pacific,1961-10-19
1244318745,29-Dec-18,29-Dec-18,1,2.301E+11,Outdoors,Outdoors,2,250.4,114.2,AU,Australia/Pacific,1986-07-30
1244318546,29-Dec-18,02-Jan-19,3,2.10201E+11,Children,Children Sports,2,67.8,32.7,AU,Australia/Pacific,1980-07-26
1244318489,29-Dec-18,29-Dec-18,1,2.30101E+11,Outdoors,Outdoors,1,64.2,32.2,AU,Australia/Pacific,1993-04-06
1244318470,29-Dec-18,29-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,3,155.4,78,AU,Australia/Pacific,1972-04-03
1244318108,28-Dec-18,28-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,2,55.4,26.6,US,North America,1998-04-04
1244318000,28-Dec-18,28-Dec-18,1,2.407E+11,Sports,Team Sports,2,55.8,24.2,US,North America,1967-02-28
1244317965,28-Dec-18,28-Dec-18,1,2.407E+11,Sports,Team Sports,2,53.98,20.46,US,North America,1985-05-29
1244317871,28-Dec-18,28-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,128,75.7,US,North America,1967-08-25
1244317243,28-Dec-18,06-Jan-19,1,2.20101E+11,Clothes & Shoes,Clothes,2,90,41.1,US,North America,1993-03-09
1244317145,28-Dec-18,28-Dec-18,1,2.407E+11,Sports,Team Sports,2,55.8,24.2,US,North America,1989-02-24
1244317031,28-Dec-18,28-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,218.6,109.5,US,North America,1990-03-06
1244316808,28-Dec-18,28-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,2,75.4,33.1,US,North America,1999-05-19
1244316484,28-Dec-18,02-Jan-19,3,2.202E+11,Clothes & Shoes,Shoes,2,254.6,116,US,North America,1998-11-26
1244316373,28-Dec-18,28-Dec-18,1,2.405E+11,Sports,Running - Jogging,2,110.2,48.1,US,North America,1976-03-09
1244316243,28-Dec-18,03-Jan-19,3,2.30101E+11,Outdoors,Outdoors,1,126.1,58.6,PT,Europe,1987-10-15
1244315892,28-Dec-18,28-Dec-18,1,2.201E+11,Clothes & Shoes,Clothes,4,331.6,132.4,NL,Europe,1998-05-12
1244315580,28-Dec-18,28-Dec-18,1,2.30101E+11,Outdoors,Outdoors,2,6.4,2.7,NL,Europe,2002-06-10
1244314590,28-Dec-18,28-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,2,97.6,46.6,IT,Europe,1990-01-28
1244314546,28-Dec-18,28-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,226,102.9,IT,Europe,1971-07-28
1244314105,28-Dec-18,02-Jan-19,2,2.402E+11,Sports,Golf,2,82.4,39.8,IT,Europe,2001-05-01
1244313598,28-Dec-18,28-Dec-18,1,2.30101E+11,Outdoors,Outdoors,1,73,30.35,GB,Europe,1998-03-01
1244313434,28-Dec-18,28-Dec-18,1,2.403E+11,Sports,Indoor Sports,2,23.98,17.8,GB,Europe,2004-11-24
1244313272,28-Dec-18,04-Jan-19,1,2.407E+11,Sports,Team Sports,2,50,22.2,GB,Europe,1987-01-29
1244312148,28-Dec-18,28-Dec-18,1,2.201E+11,Clothes & Shoes,Clothes,2,78.6,39.5,FR,Europe,1961-02-08
1244311721,28-Dec-18,02-Jan-19,3,2.401E+11,Sports,Assorted Sports Articles,2,60,24.1,FR,Europe,1967-10-17
1244311590,28-Dec-18,05-Jan-19,1,2.401E+11,Sports,Assorted Sports Articles,2,119.4,54.4,FR,Europe,1975-10-14
1244311031,28-Dec-18,28-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,3,249,124.8,ES,Europe,2003-10-18
1244310980,28-Dec-18,29-Dec-18,2,2.402E+11,Sports,Golf,2,186.8,96.3,ES,Europe,2005-10-18
1244310894,28-Dec-18,28-Dec-18,1,2.404E+11,Sports,Racket Sports,3,587.7,166.65,ES,Europe,1977-11-21
1244310592,28-Dec-18,01-Jan-19,2,2.30101E+11,Outdoors,Outdoors,1,8,3.5,ES,Europe,1989-08-08
1244310289,28-Dec-18,28-Dec-18,1,2.10201E+11,Children,Children Sports,2,60,26.5,ES,Europe,1969-12-19
1244309949,28-Dec-18,30-Dec-18,3,2.405E+11,Sports,Running - Jogging,2,173,69.3,DK,Europe,1988-06-22
1244309801,28-Dec-18,02-Jan-19,3,2.404E+11,Sports,Racket Sports,2,447.2,203.2,DE,Europe,1970-06-14
1244309599,28-Dec-18,28-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,2,26.6,11.3,DE,Europe,1999-12-23
1244309592,28-Dec-18,28-Dec-18,1,2.10201E+11,Children,Children Sports,2,48.6,22.2,DE,Europe,1984-05-04
1244309531,28-Dec-18,07-Jan-19,1,2.301E+11,Outdoors,Outdoors,2,96.6,41,DE,Europe,2001-11-11
1244309258,28-Dec-18,28-Dec-18,1,2.30101E+11,Outdoors,Outdoors,1,291.7,120.3,DE,Europe,2003-12-14
1244309234,28-Dec-18,28-Dec-18,1,2.405E+11,Sports,Running - Jogging,3,92.4,43.05,DE,Europe,1998-09-05
1244309125,28-Dec-18,28-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,2,151.6,65.9,DE,Europe,1988-03-27
1244308918,28-Dec-18,28-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,342.6,169.4,DE,Europe,1994-01-15
1244308813,28-Dec-18,28-Dec-18,1,2.201E+11,Clothes & Shoes,Clothes,2,227.8,114.1,DE,Europe,1994-03-31
1244308779,28-Dec-18,28-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,270.4,135.4,DE,Europe,1970-04-26
1244308516,28-Dec-18,31-Dec-18,1,2.405E+11,Sports,Running - Jogging,2,83.4,39.5,BE,Europe,1976-02-16
1244308380,28-Dec-18,28-Dec-18,1,2.301E+11,Outdoors,Outdoors,2,96.6,41,BE,Europe,2000-07-12
1244308276,28-Dec-18,28-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,197.6,85.9,AU,Australia/Pacific,1983-10-02
1244308259,28-Dec-18,02-Jan-19,1,2.201E+11,Clothes & Shoes,Clothes,2,74.6,37.5,AU,Australia/Pacific,2002-06-20
1244307881,28-Dec-18,28-Dec-18,1,2.402E+11,Sports,Golf,2,222.6,113.9,AU,Australia/Pacific,1992-01-05
1244307880,28-Dec-18,28-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,168.4,76.7,AU,Australia/Pacific,1997-05-30
1244307376,27-Dec-18,27-Dec-18,1,2.201E+11,Clothes & Shoes,Clothes,2,173.4,86.6,US,North America,1984-01-21
1244307223,27-Dec-18,27-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,3,254.1,127.35,US,North America,1979-03-18
1244307141,27-Dec-18,29-Dec-18,1,2.402E+11,Sports,Golf,2,24.4,8.9,US,North America,1982-12-26
1244307128,27-Dec-18,27-Dec-18,1,2.30101E+11,Outdoors,Outdoors,1,103.2,50.4,US,North America,1987-03-30
1244305907,27-Dec-18,27-Dec-18,1,2.102E+11,Children,Children Sports,2,152,67.5,US,North America,1974-10-17
1244305607,27-Dec-18,28-Dec-18,3,2.401E+11,Sports,Assorted Sports Articles,2,7.4,2.6,US,North America,1969-08-06
1244305579,27-Dec-18,30-Dec-18,2,2.30101E+11,Outdoors,Outdoors,3,875.1,360.9,SE,Europe,1996-06-28
1244305427,27-Dec-18,27-Dec-18,1,2.201E+11,Clothes & Shoes,Clothes,2,26.4,13,NL,Europe,1982-05-28
1244305225,27-Dec-18,27-Dec-18,1,2.30101E+11,Outdoors,Outdoors,1,129.8,63.2,NL,Europe,1979-03-10
1244304678,27-Dec-18,02-Jan-19,3,2.201E+11,Clothes & Shoes,Clothes,4,325.2,163,IT,Europe,2001-07-15
1244304333,27-Dec-18,27-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,1,175.9,127.95,IT,Europe,1991-07-21
1244303893,27-Dec-18,27-Dec-18,1,2.301E+11,Outdoors,Outdoors,4,121.2,52.6,IT,Europe,2002-05-05
1244303672,27-Dec-18,27-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,4,83.96,68.6,IT,Europe,1984-10-06
1244303173,27-Dec-18,27-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,1,230.3,102.45,GB,Europe,1995-07-11
1244302894,27-Dec-18,27-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,4,101.2,40.8,GB,Europe,1982-10-02
1244302731,27-Dec-18,27-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,4,47.2,20,GB,Europe,2003-01-08
1244302638,27-Dec-18,27-Dec-18,1,2.30101E+11,Outdoors,Outdoors,1,84.1,42.15,GB,Europe,1979-05-06
1244302400,27-Dec-18,29-Dec-18,3,2.401E+11,Sports,Assorted Sports Articles,2,12.8,5.8,FR,Europe,1985-10-23
1244302088,27-Dec-18,27-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,5,400,197.25,FR,Europe,1963-12-01
1244302076,27-Dec-18,27-Dec-18,1,2.301E+11,Outdoors,Outdoors,-1,283.2,119.2,FR,Europe,1985-04-03
1244301941,27-Dec-18,27-Dec-18,1,2.405E+11,Sports,Running - Jogging,2,82.8,34.6,FR,Europe,2001-10-03
1244301915,27-Dec-18,31-Dec-18,3,2.10201E+11,Children,Children Sports,2,55.4,24.8,FR,Europe,1993-08-21
1244301143,27-Dec-18,27-Dec-18,1,2.201E+11,Clothes & Shoes,Clothes,4,214,107.4,ES,Europe,1988-05-10
1244300981,27-Dec-18,07-Jan-19,2,2.406E+11,Sports,Swim Sports,1,30.4,9.2,ES,Europe,1987-12-31
1244300299,27-Dec-18,27-Dec-18,1,2.407E+11,Sports,Team Sports,2,53.8,20.6,DE,Europe,1961-01-02
1244300230,27-Dec-18,27-Dec-18,1,2.403E+11,Sports,Indoor Sports,2,158.8,72.4,DE,Europe,1964-04-24
1244300131,27-Dec-18,27-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,177.6,75.6,DE,Europe,1986-05-23
1244299949,27-Dec-18,27-Dec-18,1,2.408E+11,Sports,Winter Sports,3,273.6,109.65,DE,Europe,1979-08-09
1244299879,27-Dec-18,27-Dec-18,1,2.404E+11,Sports,Racket Sports,2,992.6,142.7,DE,Europe,1973-05-10
1244299833,27-Dec-18,31-Dec-18,2,2.30101E+11,Outdoors,Outdoors,1,35.5,17.25,DE,Europe,1988-10-11
1244299808,27-Dec-18,27-Dec-18,1,2.201E+11,Clothes & Shoes,Clothes,4,334,167.4,DE,Europe,1995-11-06
1244299757,27-Dec-18,01-Jan-19,3,2.30101E+11,Outdoors,Outdoors,1,360,199,DE,Europe,1976-12-29
1244299748,27-Dec-18,30-Dec-18,3,2.301E+11,Outdoors,Outdoors,2,26.2,11.2,DE,Europe,2000-12-06
1244299435,27-Dec-18,27-Dec-18,1,2.10201E+11,Children,Children Sports,2,48,23.9,BE,Europe,1973-02-22
1244298413,27-Dec-18,31-Dec-18,3,2.102E+11,Children,Children Sports,2,81,40.7,AU,Australia/Pacific,1965-07-03
1244298052,26-Dec-18,26-Dec-18,1,2.102E+11,Children,Children Sports,2,93,46.7,US,North America,1966-12-21
1244297925,26-Dec-18,26-Dec-18,1,2.408E+11,Sports,Winter Sports,3,305.63,122.25,US,North America,1985-01-24
1244297712,26-Dec-18,26-Dec-18,1,2.10201E+11,Children,Children Sports,4,316,131.2,US,North America,1992-11-04
1244297380,26-Dec-18,26-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,2,26.4,13.3,US,North America,1991-03-27
1244297263,26-Dec-18,26-Dec-18,1,2.407E+11,Sports,Team Sports,4,107.96,40.92,US,North America,2000-04-21
1244297015,26-Dec-18,01-Jan-19,3,2.404E+11,Sports,Racket Sports,2,263.4,110,US,North America,2002-07-03
1244296699,26-Dec-18,26-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,2,43.6,19.5,US,North America,1976-09-25
1244296672,26-Dec-18,26-Dec-18,1,2.408E+11,Sports,Winter Sports,3,293.4,127.35,US,North America,1986-07-21
1244296440,26-Dec-18,26-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,3,347.4,174,US,North America,2003-03-18
1244296320,26-Dec-18,26-Dec-18,1,2.20101E+11,Clothes & Shoes,Clothes,6,287.4,144.3,US,North America,2005-08-21
1244296320,26-Dec-18,26-Dec-18,1,2.201E+11,Clothes & Shoes,Clothes,4,130.8,59.8,US,North America,1969-02-16
1244296216,26-Dec-18,26-Dec-18,1,2.405E+11,Sports,Running - Jogging,2,134.6,59.5,NL,Europe,1991-02-21
1244296160,26-Dec-18,26-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,4,160,71.4,NL,Europe,1962-03-27
1244296103,26-Dec-18,26-Dec-18,1,2.301E+11,Outdoors,Outdoors,2,141.6,59.6,NL,Europe,1991-10-17
1244295904,26-Dec-18,26-Dec-18,1,2.202E+11,Clothes & Shoes,Shoes,2,122,57.5,NL,Europe,1995-09-08
1244295817,26-Dec-18,28-Dec-18,1,2.404E+11,Sports,Racket Sports,2,113.98,62.8,NL,Europe,1997-10-22
1244295671,26-Dec-18,29-Dec-18,3,2.202E+11,Clothes & Shoes,Shoes,2,168.2,78.4,IT,Europe,1970-08-04
1244295632,26-Dec-18,30-Dec-18,3,2.20101E+11,Clothes & Shoes,Clothes,2,58.4,28,IT,Europe,1999-12-30
1244295563,26-Dec-18,30-Dec-18,2,2.201E+11,Clothes & Shoes,Clothes,2,119,59.7,IT,Europe,1993-05-16
1244295549,26-Dec-18,26-Dec-18,1,2.30101E+11,Outdoors,Outdoors,1,85.1,40.65,IT,Europe,1960-11-13
1244295466,26-Dec-18,01-Jan-19,1,2.402E+11,Sports,Golf,3,10.2,4.5,IT,Europe,1983-05-28
1244295261,26-Dec-18,26-Dec-18,1,2.408E+11,Sports,Winter Sports,5,1141,485.25,IT,Europe,1978-05-02
1244294889,26-Dec-18,26-Dec-18,1,2.401E+11,Sports,Assorted Sports Articles,4,185.2,79.6,IT,Europe,1969-03-09
1244294865,26-Dec-18,26-Dec-18,1,2.10201E+11,Children,Children Sports,2,55,23.5,IT,Europe,1981-09-14
1244294594,26-Dec-18,26-Dec-18,1,2.407E+11,Sports,Team Sports,4,111.6,48.4,IT,Europe,1971-10-24
